,path,3Classes_target,9Classes_target,Regression_target,Relative_path
45,/content/drive/MyDrive/Dataset/images/40-7.JPG,High,13,13.4,./Dataset/Images/Preprocessed_1-815/40-7.JPG
46,/content/drive/MyDrive/Dataset/images/364-6.JPG,Low,11,11.35,./Dataset/Images/Preprocessed_1-815/364-6.JPG
47,/content/drive/MyDrive/Dataset/images/233-11.JPG,Medium,13,12.7,./Dataset/Images/Preprocessed_1-815/233-11.JPG
48,/content/drive/MyDrive/Dataset/images/135-2.JPG,Low,11,11.4,./Dataset/Images/Preprocessed_1-815/135-2.JPG
49,/content/drive/MyDrive/Dataset/images/267-6.JPG,High,15,15.15,./Dataset/Images/Preprocessed_1-815/267-6.JPG
50,/content/drive/MyDrive/Dataset/images/484-2.JPG,High,15,14.5,./Dataset/Images/Preprocessed_1-815/484-2.JPG
51,/content/drive/MyDrive/Dataset/images/619-11.JPG,High,15,14.6,./Dataset/Images/Preprocessed_1-815/619-11.JPG
52,/content/drive/MyDrive/Dataset/images/566-9.JPG,Medium,12,12.15,./Dataset/Images/Preprocessed_1-815/566-9.JPG
53,/content/drive/MyDrive/Dataset/images/69-11.JPG,High,14,13.6,./Dataset/Images/Preprocessed_1-815/69-11.JPG
54,/content/drive/MyDrive/Dataset/images/719-2.JPG,Low,12,11.55,./Dataset/Images/Preprocessed_1-815/719-2.JPG
55,/content/drive/MyDrive/Dataset/images/501-9.JPG,High,14,13.6,./Dataset/Images/Preprocessed_1-815/501-9.JPG
56,/content/drive/MyDrive/Dataset/images/588-11.JPG,Medium,13,12.7,./Dataset/Images/Preprocessed_1-815/588-11.JPG
57,/content/drive/MyDrive/Dataset/images/762-13.JPG,Medium,13,12.85,./Dataset/Images/Preprocessed_1-815/762-13.JPG
58,/content/drive/MyDrive/Dataset/images/92-12.JPG,Low,12,11.6,./Dataset/Images/Preprocessed_1-815/92-12.JPG
59,/content/drive/MyDrive/Dataset/images/459-4.JPG,High,14,13.95,./Dataset/Images/Preprocessed_1-815/459-4.JPG
60,/content/drive/MyDrive/Dataset/images/680-8.JPG,Low,12,11.7,./Dataset/Images/Preprocessed_1-815/680-8.JPG
61,/content/drive/MyDrive/Dataset/images/735-2.JPG,Medium,12,12.25,./Dataset/Images/Preprocessed_1-815/735-2.JPG
62,/content/drive/MyDrive/Dataset/images/86-2.JPG,Low,12,11.7,./Dataset/Images/Preprocessed_1-815/86-2.JPG
63,/content/drive/MyDrive/Dataset/images/362-12.JPG,Low,12,11.6,./Dataset/Images/Preprocessed_1-815/362-12.JPG
64,/content/drive/MyDrive/Dataset/images/22-12.JPG,Low,12,11.7,./Dataset/Images/Preprocessed_1-815/22-12.JPG
65,/content/drive/MyDrive/Dataset/images/764-8.JPG,Low,12,11.9,./Dataset/Images/Preprocessed_1-815/764-8.JPG
66,/content/drive/MyDrive/Dataset/images/777-5.JPG,High,16,15.9,./Dataset/Images/Preprocessed_1-815/777-5.JPG
67,/content/drive/MyDrive/Dataset/images/811-1.JPG,Medium,13,12.8,./Dataset/Images/Preprocessed_1-815/811-1.JPG
68,/content/drive/MyDrive/Dataset/images/450-10.JPG,Low,9,9.1,./Dataset/Images/Preprocessed_1-815/450-10.JPG
69,/content/drive/MyDrive/Dataset/images/521-13.JPG,Low,11,11.25,./Dataset/Images/Preprocessed_1-815/521-13.JPG
70,/content/drive/MyDrive/Dataset/images/245-4.JPG,Medium,13,12.5,./Dataset/Images/Preprocessed_1-815/245-4.JPG
71,/content/drive/MyDrive/Dataset/images/209-4.JPG,High,13,13.25,./Dataset/Images/Preprocessed_1-815/209-4.JPG
72,/content/drive/MyDrive/Dataset/images/506-13.JPG,High,14,14.2,./Dataset/Images/Preprocessed_1-815/506-13.JPG
73,/content/drive/MyDrive/Dataset/images/410-6.JPG,High,13,13.05,./Dataset/Images/Preprocessed_1-815/410-6.JPG
74,/content/drive/MyDrive/Dataset/images/217-10.JPG,Medium,13,12.6,./Dataset/Images/Preprocessed_1-815/217-10.JPG
75,/content/drive/MyDrive/Dataset/images/74-11.JPG,Medium,12,12.3,./Dataset/Images/Preprocessed_1-815/74-11.JPG
76,/content/drive/MyDrive/Dataset/images/542-11.JPG,Medium,13,12.6,./Dataset/Images/Preprocessed_1-815/542-11.JPG
77,/content/drive/MyDrive/Dataset/images/583-11.JPG,Low,12,11.9,./Dataset/Images/Preprocessed_1-815/583-11.JPG
78,/content/drive/MyDrive/Dataset/images/282-9.JPG,Low,12,11.7,./Dataset/Images/Preprocessed_1-815/282-9.JPG
79,/content/drive/MyDrive/Dataset/images/380-9.JPG,Low,12,11.5,./Dataset/Images/Preprocessed_1-815/380-9.JPG
80,/content/drive/MyDrive/Dataset/images/420-11.JPG,High,14,14.2,./Dataset/Images/Preprocessed_1-815/420-11.JPG
81,/content/drive/MyDrive/Dataset/images/169-14.JPG,Low,11,10.65,./Dataset/Images/Preprocessed_1-815/169-14.JPG
82,/content/drive/MyDrive/Dataset/images/659-3.JPG,High,14,14.45,./Dataset/Images/Preprocessed_1-815/659-3.JPG
83,/content/drive/MyDrive/Dataset/images/775-4.JPG,High,14,14.1,./Dataset/Images/Preprocessed_1-815/775-4.JPG
84,/content/drive/MyDrive/Dataset/images/433-14.JPG,High,13,13.35,./Dataset/Images/Preprocessed_1-815/433-14.JPG
85,/content/drive/MyDrive/Dataset/images/247-5.JPG,Medium,13,12.5,./Dataset/Images/Preprocessed_1-815/247-5.JPG
86,/content/drive/MyDrive/Dataset/images/203-10.JPG,High,14,13.6,./Dataset/Images/Preprocessed_1-815/203-10.JPG
87,/content/drive/MyDrive/Dataset/images/267-7.JPG,High,15,15.15,./Dataset/Images/Preprocessed_1-815/267-7.JPG
88,/content/drive/MyDrive/Dataset/images/745-12.JPG,High,14,13.9,./Dataset/Images/Preprocessed_1-815/745-12.JPG
89,/content/drive/MyDrive/Dataset/images/525-7.JPG,Medium,13,12.5,./Dataset/Images/Preprocessed_1-815/525-7.JPG
90,/content/drive/MyDrive/Dataset/images/535-14.JPG,Low,12,11.7,./Dataset/Images/Preprocessed_1-815/535-14.JPG
91,/content/drive/MyDrive/Dataset/images/186-5.JPG,High,16,15.55,./Dataset/Images/Preprocessed_1-815/186-5.JPG
92,/content/drive/MyDrive/Dataset/images/677-2.JPG,High,14,13.6,./Dataset/Images/Preprocessed_1-815/677-2.JPG
93,/content/drive/MyDrive/Dataset/images/270-12.JPG,Medium,12,12.35,./Dataset/Images/Preprocessed_1-815/270-12.JPG
94,/content/drive/MyDrive/Dataset/images/152-4.JPG,High,14,14.35,./Dataset/Images/Preprocessed_1-815/152-4.JPG
95,/content/drive/MyDrive/Dataset/images/734-13.JPG,Low,11,11.15,./Dataset/Images/Preprocessed_1-815/734-13.JPG
96,/content/drive/MyDrive/Dataset/images/528-2.JPG,High,14,13.65,./Dataset/Images/Preprocessed_1-815/528-2.JPG
97,/content/drive/MyDrive/Dataset/images/702-14.JPG,Medium,13,12.85,./Dataset/Images/Preprocessed_1-815/702-14.JPG
98,/content/drive/MyDrive/Dataset/images/750-9.JPG,Medium,13,13,./Dataset/Images/Preprocessed_1-815/750-9.JPG
99,/content/drive/MyDrive/Dataset/images/140-8.JPG,Medium,13,13,./Dataset/Images/Preprocessed_1-815/140-8.JPG
100,/content/drive/MyDrive/Dataset/images/768-6.JPG,High,13,13.25,./Dataset/Images/Preprocessed_1-815/768-6.JPG
101,/content/drive/MyDrive/Dataset/images/341-3.JPG,Low,12,11.75,./Dataset/Images/Preprocessed_1-815/341-3.JPG
102,/content/drive/MyDrive/Dataset/images/794-1.JPG,Low,12,11.65,./Dataset/Images/Preprocessed_1-815/794-1.JPG
103,/content/drive/MyDrive/Dataset/images/758-11.JPG,Low,11,11.3,./Dataset/Images/Preprocessed_1-815/758-11.JPG
104,/content/drive/MyDrive/Dataset/images/294-9.JPG,Low,11,11,./Dataset/Images/Preprocessed_1-815/294-9.JPG
105,/content/drive/MyDrive/Dataset/images/442-11.JPG,Low,12,11.8,./Dataset/Images/Preprocessed_1-815/442-11.JPG
106,/content/drive/MyDrive/Dataset/images/797-14.JPG,Low,11,11.3,./Dataset/Images/Preprocessed_1-815/797-14.JPG
107,/content/drive/MyDrive/Dataset/images/152-3.JPG,High,14,14.35,./Dataset/Images/Preprocessed_1-815/152-3.JPG
108,/content/drive/MyDrive/Dataset/images/759-12.JPG,High,15,14.75,./Dataset/Images/Preprocessed_1-815/759-12.JPG
109,/content/drive/MyDrive/Dataset/images/499-12.JPG,High,13,13.35,./Dataset/Images/Preprocessed_1-815/499-12.JPG
110,/content/drive/MyDrive/Dataset/images/424-12.JPG,High,15,14.6,./Dataset/Images/Preprocessed_1-815/424-12.JPG
111,/content/drive/MyDrive/Dataset/images/605-14.JPG,Low,11,11.25,./Dataset/Images/Preprocessed_1-815/605-14.JPG
112,/content/drive/MyDrive/Dataset/images/421-13.JPG,High,14,14.35,./Dataset/Images/Preprocessed_1-815/421-13.JPG
113,/content/drive/MyDrive/Dataset/images/233-7.JPG,Medium,13,12.7,./Dataset/Images/Preprocessed_1-815/233-7.JPG
114,/content/drive/MyDrive/Dataset/images/198-14.JPG,High,14,14.2,./Dataset/Images/Preprocessed_1-815/198-14.JPG
115,/content/drive/MyDrive/Dataset/images/623-6.JPG,Low,12,11.75,./Dataset/Images/Preprocessed_1-815/623-6.JPG
116,/content/drive/MyDrive/Dataset/images/550-2.JPG,High,14,13.5,./Dataset/Images/Preprocessed_1-815/550-2.JPG
117,/content/drive/MyDrive/Dataset/images/548-3.JPG,Medium,12,12.05,./Dataset/Images/Preprocessed_1-815/548-3.JPG
118,/content/drive/MyDrive/Dataset/images/159-14.JPG,High,14,14.3,./Dataset/Images/Preprocessed_1-815/159-14.JPG
119,/content/drive/MyDrive/Dataset/images/594-6.JPG,Low,11,11.3,./Dataset/Images/Preprocessed_1-815/594-6.JPG
120,/content/drive/MyDrive/Dataset/images/150-14.JPG,Low,12,11.6,./Dataset/Images/Preprocessed_1-815/150-14.JPG
121,/content/drive/MyDrive/Dataset/images/712-6.JPG,High,13,13.1,./Dataset/Images/Preprocessed_1-815/712-6.JPG
122,/content/drive/MyDrive/Dataset/images/439-3.JPG,High,14,13.55,./Dataset/Images/Preprocessed_1-815/439-3.JPG
123,/content/drive/MyDrive/Dataset/images/296-13.JPG,Medium,13,12.95,./Dataset/Images/Preprocessed_1-815/296-13.JPG
124,/content/drive/MyDrive/Dataset/images/65-14.JPG,Medium,12,12.1,./Dataset/Images/Preprocessed_1-815/65-14.JPG
125,/content/drive/MyDrive/Dataset/images/409-3.JPG,Low,11,10.9,./Dataset/Images/Preprocessed_1-815/409-3.JPG
126,/content/drive/MyDrive/Dataset/images/28-13.JPG,Medium,13,12.8,./Dataset/Images/Preprocessed_1-815/28-13.JPG
127,/content/drive/MyDrive/Dataset/images/701-10.JPG,Low,12,11.9,./Dataset/Images/Preprocessed_1-815/701-10.JPG
128,/content/drive/MyDrive/Dataset/images/215-8.JPG,Low,11,11.1,./Dataset/Images/Preprocessed_1-815/215-8.JPG
129,/content/drive/MyDrive/Dataset/images/211-11.JPG,High,13,13.1,./Dataset/Images/Preprocessed_1-815/211-11.JPG
130,/content/drive/MyDrive/Dataset/images/58-6.JPG,Medium,13,13,./Dataset/Images/Preprocessed_1-815/58-6.JPG
131,/content/drive/MyDrive/Dataset/images/394-4.JPG,Low,12,11.55,./Dataset/Images/Preprocessed_1-815/394-4.JPG
132,/content/drive/MyDrive/Dataset/images/738-9.JPG,Low,12,11.9,./Dataset/Images/Preprocessed_1-815/738-9.JPG
133,/content/drive/MyDrive/Dataset/images/315-3.JPG,Low,10,10,./Dataset/Images/Preprocessed_1-815/315-3.JPG
134,/content/drive/MyDrive/Dataset/images/96-3.JPG,High,13,13.1,./Dataset/Images/Preprocessed_1-815/96-3.JPG
135,/content/drive/MyDrive/Dataset/images/572-13.JPG,High,14,13.75,./Dataset/Images/Preprocessed_1-815/572-13.JPG
136,/content/drive/MyDrive/Dataset/images/73-5.JPG,Low,11,11.25,./Dataset/Images/Preprocessed_1-815/73-5.JPG
137,/content/drive/MyDrive/Dataset/images/305-13.JPG,Low,11,11.15,./Dataset/Images/Preprocessed_1-815/305-13.JPG
138,/content/drive/MyDrive/Dataset/images/70-10.JPG,Low,10,9.5,./Dataset/Images/Preprocessed_1-815/70-10.JPG
139,/content/drive/MyDrive/Dataset/images/433-9.JPG,High,13,13.35,./Dataset/Images/Preprocessed_1-815/433-9.JPG
140,/content/drive/MyDrive/Dataset/images/216-2.JPG,High,16,16.15,./Dataset/Images/Preprocessed_1-815/216-2.JPG
141,/content/drive/MyDrive/Dataset/images/197-2.JPG,High,15,14.5,./Dataset/Images/Preprocessed_1-815/197-2.JPG
142,/content/drive/MyDrive/Dataset/images/785-11.JPG,High,14,14.1,./Dataset/Images/Preprocessed_1-815/785-11.JPG
143,/content/drive/MyDrive/Dataset/images/786-4.JPG,Low,12,11.95,./Dataset/Images/Preprocessed_1-815/786-4.JPG
144,/content/drive/MyDrive/Dataset/images/735-4.JPG,Medium,12,12.25,./Dataset/Images/Preprocessed_1-815/735-4.JPG
145,/content/drive/MyDrive/Dataset/images/12-12.JPG,Medium,12,12.1,./Dataset/Images/Preprocessed_1-815/12-12.JPG
146,/content/drive/MyDrive/Dataset/images/456-8.JPG,Low,11,11.15,./Dataset/Images/Preprocessed_1-815/456-8.JPG
147,/content/drive/MyDrive/Dataset/images/444-1.JPG,Low,11,11.2,./Dataset/Images/Preprocessed_1-815/444-1.JPG
148,/content/drive/MyDrive/Dataset/images/633-4.JPG,Low,12,11.9,./Dataset/Images/Preprocessed_1-815/633-4.JPG
149,/content/drive/MyDrive/Dataset/images/314-8.JPG,Medium,13,12.75,./Dataset/Images/Preprocessed_1-815/314-8.JPG
150,/content/drive/MyDrive/Dataset/images/331-8.JPG,Low,12,11.9,./Dataset/Images/Preprocessed_1-815/331-8.JPG
151,/content/drive/MyDrive/Dataset/images/285-3.JPG,Medium,13,12.55,./Dataset/Images/Preprocessed_1-815/285-3.JPG
152,/content/drive/MyDrive/Dataset/images/364-12.JPG,Low,11,11.35,./Dataset/Images/Preprocessed_1-815/364-12.JPG
153,/content/drive/MyDrive/Dataset/images/500-14.JPG,High,15,14.6,./Dataset/Images/Preprocessed_1-815/500-14.JPG
154,/content/drive/MyDrive/Dataset/images/750-2.JPG,Medium,13,13,./Dataset/Images/Preprocessed_1-815/750-2.JPG
155,/content/drive/MyDrive/Dataset/images/74-3.JPG,Medium,12,12.3,./Dataset/Images/Preprocessed_1-815/74-3.JPG
156,/content/drive/MyDrive/Dataset/images/257-3.JPG,Medium,12,12.45,./Dataset/Images/Preprocessed_1-815/257-3.JPG
157,/content/drive/MyDrive/Dataset/images/499-14.JPG,High,13,13.35,./Dataset/Images/Preprocessed_1-815/499-14.JPG
158,/content/drive/MyDrive/Dataset/images/474-10.JPG,High,13,13.05,./Dataset/Images/Preprocessed_1-815/474-10.JPG
159,/content/drive/MyDrive/Dataset/images/478-14.JPG,Low,11,11.2,./Dataset/Images/Preprocessed_1-815/478-14.JPG
160,/content/drive/MyDrive/Dataset/images/509-6.JPG,Medium,13,12.6,./Dataset/Images/Preprocessed_1-815/509-6.JPG
161,/content/drive/MyDrive/Dataset/images/626-2.JPG,Medium,13,12.5,./Dataset/Images/Preprocessed_1-815/626-2.JPG
162,/content/drive/MyDrive/Dataset/images/681-8.JPG,Low,12,11.7,./Dataset/Images/Preprocessed_1-815/681-8.JPG
163,/content/drive/MyDrive/Dataset/images/426-1.JPG,High,16,15.65,./Dataset/Images/Preprocessed_1-815/426-1.JPG
164,/content/drive/MyDrive/Dataset/images/264-6.JPG,Medium,12,12,./Dataset/Images/Preprocessed_1-815/264-6.JPG
165,/content/drive/MyDrive/Dataset/images/524-11.JPG,Medium,13,12.6,./Dataset/Images/Preprocessed_1-815/524-11.JPG
166,/content/drive/MyDrive/Dataset/images/12-9.JPG,Medium,12,12.1,./Dataset/Images/Preprocessed_1-815/12-9.JPG
167,/content/drive/MyDrive/Dataset/images/600-9.JPG,Medium,13,12.6,./Dataset/Images/Preprocessed_1-815/600-9.JPG
168,/content/drive/MyDrive/Dataset/images/681-13.JPG,Low,12,11.7,./Dataset/Images/Preprocessed_1-815/681-13.JPG
169,/content/drive/MyDrive/Dataset/images/252-1.JPG,High,14,14,./Dataset/Images/Preprocessed_1-815/252-1.JPG
170,/content/drive/MyDrive/Dataset/images/775-12.JPG,High,14,14.1,./Dataset/Images/Preprocessed_1-815/775-12.JPG
171,/content/drive/MyDrive/Dataset/images/64-5.JPG,Medium,13,13,./Dataset/Images/Preprocessed_1-815/64-5.JPG
172,/content/drive/MyDrive/Dataset/images/28-12.JPG,Medium,13,12.8,./Dataset/Images/Preprocessed_1-815/28-12.JPG
173,/content/drive/MyDrive/Dataset/images/794-4.JPG,Low,12,11.65,./Dataset/Images/Preprocessed_1-815/794-4.JPG
174,/content/drive/MyDrive/Dataset/images/489-2.JPG,Medium,13,12.85,./Dataset/Images/Preprocessed_1-815/489-2.JPG
175,/content/drive/MyDrive/Dataset/images/518-13.JPG,High,14,14.3,./Dataset/Images/Preprocessed_1-815/518-13.JPG
176,/content/drive/MyDrive/Dataset/images/354-4.JPG,Medium,13,12.55,./Dataset/Images/Preprocessed_1-815/354-4.JPG
177,/content/drive/MyDrive/Dataset/images/641-2.JPG,Low,12,11.7,./Dataset/Images/Preprocessed_1-815/641-2.JPG
178,/content/drive/MyDrive/Dataset/images/246-1.JPG,High,14,13.85,./Dataset/Images/Preprocessed_1-815/246-1.JPG
179,/content/drive/MyDrive/Dataset/images/140-14.JPG,Medium,13,13,./Dataset/Images/Preprocessed_1-815/140-14.JPG
180,/content/drive/MyDrive/Dataset/images/474-4.JPG,High,13,13.05,./Dataset/Images/Preprocessed_1-815/474-4.JPG
181,/content/drive/MyDrive/Dataset/images/31-5.JPG,Low,12,11.5,./Dataset/Images/Preprocessed_1-815/31-5.JPG
182,/content/drive/MyDrive/Dataset/images/393-2.JPG,Medium,12,12.2,./Dataset/Images/Preprocessed_1-815/393-2.JPG
183,/content/drive/MyDrive/Dataset/images/603-9.JPG,High,14,13.8,./Dataset/Images/Preprocessed_1-815/603-9.JPG
184,/content/drive/MyDrive/Dataset/images/808-4.JPG,Medium,12,12,./Dataset/Images/Preprocessed_1-815/808-4.JPG
185,/content/drive/MyDrive/Dataset/images/566-7.JPG,Medium,12,12.15,./Dataset/Images/Preprocessed_1-815/566-7.JPG
186,/content/drive/MyDrive/Dataset/images/281-9.JPG,High,14,13.8,./Dataset/Images/Preprocessed_1-815/281-9.JPG
187,/content/drive/MyDrive/Dataset/images/639-10.JPG,Medium,13,12.85,./Dataset/Images/Preprocessed_1-815/639-10.JPG
188,/content/drive/MyDrive/Dataset/images/737-4.JPG,Low,12,11.9,./Dataset/Images/Preprocessed_1-815/737-4.JPG
189,/content/drive/MyDrive/Dataset/images/195-1.JPG,Low,11,10.9,./Dataset/Images/Preprocessed_1-815/195-1.JPG
190,/content/drive/MyDrive/Dataset/images/124-8.JPG,Low,11,10.8,./Dataset/Images/Preprocessed_1-815/124-8.JPG
191,/content/drive/MyDrive/Dataset/images/97-9.JPG,Medium,13,12.85,./Dataset/Images/Preprocessed_1-815/97-9.JPG
192,/content/drive/MyDrive/Dataset/images/203-6.JPG,High,14,13.6,./Dataset/Images/Preprocessed_1-815/203-6.JPG
193,/content/drive/MyDrive/Dataset/images/607-1.JPG,Low,12,11.5,./Dataset/Images/Preprocessed_1-815/607-1.JPG
194,/content/drive/MyDrive/Dataset/images/406-9.JPG,Low,11,11.1,./Dataset/Images/Preprocessed_1-815/406-9.JPG
195,/content/drive/MyDrive/Dataset/images/3-8.JPG,Medium,12,12.35,./Dataset/Images/Preprocessed_1-815/3-8.JPG
196,/content/drive/MyDrive/Dataset/images/350-11.JPG,Medium,13,12.5,./Dataset/Images/Preprocessed_1-815/350-11.JPG
197,/content/drive/MyDrive/Dataset/images/173-4.JPG,High,13,13.1,./Dataset/Images/Preprocessed_1-815/173-4.JPG
198,/content/drive/MyDrive/Dataset/images/573-2.JPG,High,14,14.3,./Dataset/Images/Preprocessed_1-815/573-2.JPG
199,/content/drive/MyDrive/Dataset/images/696-3.JPG,Medium,12,12.2,./Dataset/Images/Preprocessed_1-815/696-3.JPG
200,/content/drive/MyDrive/Dataset/images/626-6.JPG,Medium,13,12.5,./Dataset/Images/Preprocessed_1-815/626-6.JPG
201,/content/drive/MyDrive/Dataset/images/634-7.JPG,High,13,13.2,./Dataset/Images/Preprocessed_1-815/634-7.JPG
202,/content/drive/MyDrive/Dataset/images/9-3.JPG,Low,9,9.25,./Dataset/Images/Preprocessed_1-815/9-3.JPG
203,/content/drive/MyDrive/Dataset/images/650-8.JPG,Medium,13,12.7,./Dataset/Images/Preprocessed_1-815/650-8.JPG
204,/content/drive/MyDrive/Dataset/images/714-2.JPG,Low,11,11.35,./Dataset/Images/Preprocessed_1-815/714-2.JPG
205,/content/drive/MyDrive/Dataset/images/703-11.JPG,Low,12,11.7,./Dataset/Images/Preprocessed_1-815/703-11.JPG
206,/content/drive/MyDrive/Dataset/images/513-11.JPG,Medium,12,12.25,./Dataset/Images/Preprocessed_1-815/513-11.JPG
207,/content/drive/MyDrive/Dataset/images/493-3.JPG,Low,12,11.55,./Dataset/Images/Preprocessed_1-815/493-3.JPG
208,/content/drive/MyDrive/Dataset/images/198-1.JPG,High,14,14.2,./Dataset/Images/Preprocessed_1-815/198-1.JPG
209,/content/drive/MyDrive/Dataset/images/361-8.JPG,Medium,12,12.2,./Dataset/Images/Preprocessed_1-815/361-8.JPG
210,/content/drive/MyDrive/Dataset/images/551-3.JPG,High,13,13.1,./Dataset/Images/Preprocessed_1-815/551-3.JPG
